caseid,year,id,age,sex,race,hispanic,racehisp,uscitzn,educ,degree,vetyears,wordsum,cohort,birthmo,zodiac,wrkstat,wrkslf,wrkgovt,marital,sibs,childs,res16,reg16,mobile16,born,region,xnorcsiz,srcbelt,size,vote12,pres12,if12who,polviews,natspac,natenvir,natheal,natcity,natcrime,natdrug,nateduc,natrace,natarms,nataid,natfare,natroad,natsoc,natmass,natpark,natchld,natsci,natenrgy,eqwlth,tax,spkath,colath,libath,spkrac,colrac,librac,spkcom,colcom,libcom,spkmil,colmil,libmil,spkhomo,colhomo,libhomo,spkmslm,colmslm,libmslm,cappun,gunlaw,courts,grass,uswar,uswary,relig,denom,other,fund,attend,reliten,pray,prayer,bible,affrmact,wrkwayup,closeblk,closewht,happy,hapmar,health,life,helpful,fair,trust,confinan,conbus,conclerg,coneduc,confed,conlabor,conpress,conmedic,contv,conjudge,consci,conlegis,conarmy,obey,popular,thnkself,workhard,helpoth,socrel,socommun,socfrend,socbar,class,rank,satfin,finalter,finrela,unemp,union,getahead,parsol,kidssol,fepol,abdefect,abnomore,abhlth,abpoor,abrape,absingle,abany,chldidel,pillok,sexeduc,divlaw,premarsx,teensex,xmarsex,homosex,pornlaw,spanking,letdie1,suicide1,suicide2,suicide3,suicide4,owngun,pistol,shotgun,rifle,rowngun,hunt,news,tvhours,phone,coop,comprend,form,fechld,fepresch,fefam,racdif1,racdif2,racdif3,racdif4,rushed,bored,helppoor,helpnot,helpsick,helpblk,compuse,webmob,emailmin,emailhr,usewww,wwwhr,wwwmin,genegen,letin1,sexornt,inthisp,intrace1,intrace2,intrace3,spanself,spanint,ballot,version,issp,sampcode,sample,samplerc,rsampcode,phase,vpsu,vstrat,wtss,wtssnr,wtssall,formwt,oversamp,lngthinv,intage,easyget,intethn,mode,intsex,feelevel,intyrs,artexbt,bigbang2,brlawfl,brnotax,cctv,clssmtes,discwk5,emonitor,evolved2,facebook,famorjob,flexhrs1,flickr,found,gendereq,givinffor,givinfusa,googlesn,govtinfo,gvinflu1,gvinflu2,harass5,hlthstrt,hope1,hope2,hope3,hope4,hope5,hope6,huadd,huaddwhy,hunt1,income16,incuspop,intmbile,intrecnt,intstart,intuse,intwkdyh,intwkdym,intwkenh,intwkenm,kidsinhh,leasthrs,linkedin,lotr1,lotr2,lotr3,lotr4,lotr5,lotr6,lowpay,pinterst,polgbeco,prvdhlth,prvdold,prvdschl,racethas,racethbl,racethhi,racethna,racethot,racethwh,rcontact,respond,rgroomed,rhlthend,rincom16,rlooks,rweight,sei10,sei10educ,sei10inc,sethrs,snapchat,snsmyear,tumblr,twitter,union1,unionsbd,usualhrs,vine,whatsapp,hotcore,boyorgrl,electron,bigbang,condrift,evolved,earthsun,radioact,viruses,lasers,spend18,partyid,hotcore_r,boyorgrl_r,electron_r,bigbang_r,condrift_r,evolved_r,earthsun_r,radioact_r,viruses_r,science_quiz,lasers_r,lotr2_rev,lotr4_rev,lotr5_rev,lot_scale,future_scale,abany_r,abdefect_r,abpoor_r,abhlth_r,abnomore_r,abrape_r,absingle_r,abortion,social_disconnect,authoritarianism,spkath_r,spkcom_r,spkhomo_r,spkmil_r,spkmslm_r,spkrac_r,tolerance,assisted,social_media,fechld_rev,femrole,obamavote,race2,unionhh,envir_spend,age5,female,fair_r,trust_r,social_trust
59610,2016,11,33,2,2,1,2,,12,1,0,3,1983,,5,7,2,1,5,4,5,3,2,1,1,2,2,5,24,2,,,,,,,,,,,,,,,1,1,3,1,2,2,3,1,,,,,,,,,,,,,,,,,,,,2,,2,1,2,,1,70,,2,5,1,2,1,1,3,5,,,,,,,2,1,2,3,3,3,2,3,2,3,3,3,2,3,3,2,2,4,5,1,3,1,2,2,6,3,7,3,3,2,2,4,,3,1,1,,,,,,,,4,3,1,2,,1,,,1,1,1,2,2,2,2,,,,,,,5,1,6,2,2,2,3,3,3,2,2,1,2,,,1,3,1,1,1,,0,2,,7,0,,4,3,1,1,,,,,2,2,1,601,10,9,601,1,1,3201,.4784967557,.6302390037,.4784967557,1,1,99,40,,1,1,2,20,1,2,,,,,2,1,,,2,2,1,2," ",,,,1,,,,2,3,,,,,,,1,,,1,3,1,1,2008,1,7,0,4,0,2,,2,,,,,,,2,1,,,,,,,,,,,,1,3,3,,2,3,24.2,40.8,11.3,,2,2015,2,2,4,5,,2,2,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,6,,,,,,,,1,2,2,5,,1,0,,2,1,1,1,1
59611,2016,12,86,2,1,1,1,,12,1,0,3,1930,,4,5,2,2,2,4,4,4,2,1,1,2,2,5,24,2,,3,5,1,1,2,1,3,3,2,2,2,2,3,2,2,2,2,1,2,2,,,1,4,2,1,4,2,,,2,2,4,2,1,,1,2,5,1,2,1,2,,,,1,18,,1,3,1,2,1,1,3,,9,1,3,,4,2,,,,,,,,,,,,,,,,,,,,,,3,7,4,7,3,3,1,3,3,,,1,,,1,1,1,1,1,1,1,1,3,3,1,1,,,2,1,,2,2,,2,2,2,2,2,2,2,,4,5,5,1,1,1,1,2,2,2,2,2,2,,,,,,,,2,2,,,,,,3,3,,1,2,,,,,1,1,1,601,10,9,601,2,1,3201,.7821816815,1.030229354,.7821816815,1,1,99,49,,2,1,2,75,13,,,1,1,1,,,,,,,,," ",1,2,2,,3,1,3,,,,,,,,,1,,4,1,3,,,,,,,,,2,,,,,,,,,,,2,1,1,1,,,,,,,,1,3,,,4,3,13.2,16.5,5.5,,,,,,,,,,,8,2,8,2,2,1,8,8,1,1,35,6,0,0,0,0,0,1,0,0,0,1,0,,,,,,1,1,1,1,1,1,1,7,11,,1,,1,0,0,1,,,,3,4,0,0,,3,5,1,,,
59612,2016,13,32,1,2,1,2,,12,1,0,4,1984,,7,2,2,2,1,3,3,3,2,2,1,2,2,5,24,1,1,,3,,1,1,1,1,1,1,1,3,3,1,3,1,1,1,1,3,1,1,,,,,,,,,,,,,,,,,,,,2,,,1,1,,2,,,2,5,2,3,1,1,3,1,,,1,1,,,2,1,2,3,2,,2,3,2,2,1,3,2,2,2,1,4,5,2,3,1,1,7,7,7,2,4,3,3,2,1,4,,4,2,2,,,,,,,,8,1,1,1,4,2,,,2,1,1,2,2,2,2,,,,,,,4,7,6,1,1,1,1,4,4,2,2,2,1,,,3,3,2,3,1,,0,10,,50,0,,3,3,1,2,,,,,2,2,1,601,10,9,601,1,1,3201,1.913987023,2.520956015,1.913987023,1,1,126,49,,2,1,2,75,13,,,3,2,2,2,,4,1,1,,,2," ",1,4,3,1,6,3,5,,,6,8,8,7,8,6,1,,,8,3,1,1,2004,1,12,0,12,0,2,,2,5,2,4,4,5,4,,2,1,1,1,1,,,,,,,,1,3,,4,4,3,20.8,53,4.3,,2,2004,2,2,4,,,2,2,1,8,1,,1,,2,2,1,2,,2,1,0,1,,1,,0,1,0,,1,4,2,1,14,37,,,,,,,,,12,2,,,,,,,,1,2,4,9,,1,0,4,2,0,1,1,1
59613,2016,14,60,2,2,1,2,,,1,0,,1956,,11,7,2,1,1,6,5,3,2,1,1,2,2,5,24,1,1,,2,,,1,3,2,1,2,1,2,3,2,2,,2,2,2,,,1,,1,,1,1,,1,,4,1,1,4,1,1,4,2,1,4,2,2,1,,1,,,1,18,,1,6,1,1,,2,,,9,9,1,1,2,2,1,2,1,2,2,1,1,2,2,1,2,1,2,2,2,1,3,2,1,5,4,,,,,3,3,1,3,2,2,4,1,2,1,,1,1,1,1,1,1,1,,,,,,,1,3,2,,,,,,,2,2,2,2,,4,,,6,2,2,1,,,,,,,,3,3,3,1,1,3,,,,,,,,,,,1,1,,,,,3,3,1,601,10,9,601,1,1,3201,.4784967557,.6302390037,.4784967557,1,1,105,40,,1,1,2,20,1,2,,,,,2,2,,,1,4,2,2," ",,,,2,,,,3,,6,1,6,6,8,7,1,,4,10,3,1,1,2013,1,2,0,3,0,1,,2,5,3,4,2,5,4,,2,,,,,0,0,0,10,0,0,,1,3,,,3,1,24.2,40.8,11.3,,2,,2,2,4,4,,2,2,,,,,,,,,,,,0,,,,,,,,,,,,3,4,1,15,28,1,1,1,1,1,1,1,7,,2,1,,1,1,1,1,,,1,,,,1,0,,4,1,3,3,3
59614,2016,15,76,1,1,1,1,,10,0,0,4,1940,,6,3,2,2,3,0,7,3,1,2,1,1,4,4,56,1,2,,4,3,1,1,1,1,3,1,1,2,3,1,1,2,3,2,1,1,1,6,,,,,,,,,,,,,,,,,,,,1,,2,2,2,,2,,,2,1,2,5,2,1,4,2,,,2,,,,1,1,2,2,2,3,3,3,2,3,2,3,2,,2,2,2,5,1,3,4,5,7,2,7,3,5,2,3,3,2,4,,3,2,2,,,,,,,,2,3,1,2,4,1,,,2,2,1,2,2,2,2,,,,,,,3,3,3,1,1,1,2,2,2,2,2,2,1,,,2,,2,4,1,,30,0,,1,0,,5,3,1,1,,,,,2,2,1,601,10,9,601,1,2,3201,.4784967557,.6302390037,.4784967557,1,1,87,62,,1,1,2,75,6,,,3,2,4,2,,4,,2,,,2," ",1,4,4,2,9,8,1,,,6,5,3,5,5,6,1,,,18,2,1,1,2008,1,,,,,2,,2,4,4,2,2,2,4,,2,1,2,1,1,,,,,,,,2,3,,14,3,3,67.7,76.9,76.8,,2,,2,2,4,,,2,2,1,2,2,,1,1,2,2,1,1,29,3,1,0,0,,1,1,0,1,0,,0,2,4,4,14,24,,,,,,,,,11,3,,,,,,,,1,0,3,4,,0,0,4,5,0,1,1,1
59615,2016,16,33,2,1,1,1,,13,1,0,,1983,,2,1,2,2,5,1,2,3,9,3,1,1,4,4,56,1,1,,4,2,2,1,2,1,2,1,1,2,3,3,1,1,1,1,1,2,2,2,2,1,4,2,1,4,2,1,5,2,1,4,2,1,4,2,1,4,2,1,1,2,1,,,5,,,,8,1,1,,3,,,6,8,2,,1,1,2,2,1,3,3,1,2,2,3,3,1,2,1,1,2,2,5,4,1,3,2,,,,,2,7,3,3,2,2,1,1,4,2,,1,1,1,1,1,1,1,,,,,,,1,4,2,,,,,,,2,2,2,2,,1,,,6,1,1,1,,,,,,,,2,3,3,5,2,4,,,,,,,,,,3,1,2,,,,,3,3,1,601,10,9,601,1,2,3201,.9569935115,1.260478007,.9569935115,1,1,121,61,,1,1,2,50,0,1,,,,,,2,,,,1,3,," ",,,,,,,,1,,7,6,7,4,6,2,1,,1,19,2,,,,2,,,,,2,38,,4,1,2,2,2,4,,,,,,,0,0,0,1,0,9,1,2,3,,15,4,4,61.4,82.5,55,2,,,,,1,4,43,,,,,,,,,,,,,29,3,,,,,,,,,,,,5,4,4,17,26,1,1,1,1,1,1,1,7,,0,1,1,1,1,1,1,6,,,,,,0,1,2,2,1,3,3,3
59616,2016,17,56,1,1,3,3,1,13,1,0,,1960,,4,3,2,2,1,3,6,3,0,3,2,1,4,4,56,1,2,,6,,,,,,,,,,,,2,3,2,2,1,2,2,1,1,2,5,1,2,5,1,2,5,1,2,5,1,,,,2,5,1,1,1,2,1,,,1,60,45,1,8,1,1,,1,,,9,9,1,1,1,1,2,1,2,2,2,1,1,2,3,1,1,2,1,1,2,1,1,5,2,4,3,,,,,2,6,2,3,3,1,4,1,3,1,,1,2,1,2,1,2,2,,,,,,,1,1,1,,,,,,,2,2,2,2,,4,,,6,1,1,2,,,,,,,,1,,5,5,5,5,,,,,,,,,,,1,1,,,2,,3,3,1,601,10,9,601,1,2,3201,1.913987023,2.520956015,1.913987023,1,1,168,61,,1,1,2,50,0,2,,,,,,2,,,,2,1,," ",,,,,,,,2,2,5,8,7,8,8,7,1,,4,19,2,,,,2,,,,,2,40,,5,1,5,1,1,5,,,,,,,0,0,5,5,0,0,1,1,3,2,13,3,2,23.3,24.1,18.9,1,,,,,4,4,50,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,24,37,0,1,0,1,0,1,0,3,,4,0,0,,0,0,0,,,,,,,0,0,,4,0,1,1,1
59617,2016,18,62,2,3,3,3,,10,0,0,4,1954,,12,7,2,2,2,8,5,6,2,3,1,1,4,4,56,1,1,,3,3,2,1,1,1,1,2,1,2,3,2,3,1,1,1,2,2,2,1,,,,,,,,,,,,,,,,,,,,2,,2,1,,,1,60,68,1,8,1,1,2,1,1,2,,,2,,,,1,2,2,2,2,1,2,3,2,2,3,2,2,1,3,1,4,5,2,3,1,5,4,4,7,1,5,2,3,1,2,4,,1,3,2,,,,,,,,2,3,1,1,3,1,,,1,2,1,1,2,2,2,,,,,,,5,4,6,1,1,1,2,2,3,1,2,2,2,,,3,3,1,3,2,1,0,1,,4,0,,3,,1,1,,,,,2,2,1,601,10,9,601,1,2,3201,.4784967557,.6302390037,.4784967557,1,1,105,73,,1,1,1,75,4,,,2,1,2,,,3,2,,,,," ",1,2,2,,10,100,1,,,7,7,6,6,6,6,1,,,5,2,,,,2,,,,,2,,,3,2,1,2,2,4,,,2,1,2,1,,,,,,,,2,3,,,3,2,25.7,51.1,9.4,,,,,,4,,,,,8,1,8,,1,,2,2,1,1,31,0,0,1,0,,1,,0,1,0,,0,4,4,4,14,32,,,,,,,,,10,2,,,,,,,,2,,3,5,,,0,2,5,1,3,1,2
59618,2016,19,31,1,2,1,2,,18,4,0,5,1985,,9,1,2,1,5,2,0,4,1,2,1,1,4,4,56,1,1,,2,,,,,,,,,,,,1,2,1,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,2,,1,1,1,,4,,,3,2,4,5,1,3,1,4,,,2,,,,2,2,2,3,2,3,3,2,2,3,2,3,2,2,3,2,4,5,1,3,2,3,3,5,3,2,6,2,1,3,2,4,,4,4,2,,,,,,,,2,2,1,1,4,2,,,2,3,1,1,2,2,2,,,,,,,3,1,6,1,1,2,1,4,4,1,2,1,2,,,1,1,1,1,1,,0,1,,15,0,,3,3,1,1,,,,,2,2,1,601,10,9,601,1,2,3201,.4784967557,.6302390037,.4784967557,1,1,64,62,,1,1,2,75,6,1,,,,,2,2,,,1,3,3,2," ",,,,1,,,,2,1,,,,,,,1,,,17,2,1,1,1998,1,3,0,2,0,2,,1,,,,,,,,2,,,,,,,,,,,1,2,3,1,17,3,3,80.9,98.9,60.7,,1,2004,2,1,4,5,,2,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,8,1,,,,,,,,2,6,4,9,,1,0,,2,0,3,1,2
59619,2016,20,43,1,2,1,2,,13,1,0,7,1973,,3,1,2,2,3,0,2,4,1,1,1,1,4,4,56,1,1,,2,2,1,1,1,1,2,1,1,2,2,1,2,1,2,1,1,2,2,,1,1,5,2,1,5,2,1,5,2,1,5,2,1,4,2,1,5,2,2,1,2,,,2,1,70,,2,5,1,2,2,1,1,3,9,9,2,,2,2,,,,,,,,,,,,,,,,,,,,,,2,7,7,4,1,7,3,3,3,,,1,,,2,2,1,1,1,1,1,1,3,3,1,2,4,4,1,4,,2,1,2,2,2,2,2,2,2,2,,4,5,3,6,1,1,1,2,3,3,1,2,1,1,,,,,,,1,,0,2,,14,0,3,1,,1,1,,,,,1,1,1,601,10,9,601,2,2,3201,.7821816815,1.030229354,.7821816815,1,1,87,61,,1,1,2,50,0,,,1,1,2,,,4,,,,,," ",2,2,2,,8,1,7,,,,,,,,,1,,4,15,2,,,,,,,,,2,,,,,,,,,,,1,1,1,1,,,,,,,,2,3,,15,3,2,39.2,61.1,25.9,,,,,,,,,,,1,1,2,8,1,1,1,1,1,8,26,0,1,1,0,0,1,1,1,0,0,5,0,,,,,,1,0,1,1,1,1,1,6,13,,1,1,1,1,1,1,6,1,,3,6,,1,,3,3,0,,,
59620,2016,21,58,2,1,1,1,,12,1,0,9,1958,,5,1,2,1,5,1,0,4,1,1,1,1,4,4,56,1,1,,2,2,1,1,1,1,2,1,1,1,3,1,1,1,1,1,2,2,1,5,,,,,,,,,,,,,,,,,,,,1,,,1,1,,2,,,2,2,2,2,1,2,4,1,,,2,,,,1,1,1,2,1,1,2,2,2,3,1,2,1,1,3,1,4,5,1,2,3,1,7,4,7,3,5,2,1,3,2,4,,1,1,2,,,,,,,,3,1,1,1,4,1,,,2,1,1,1,2,2,1,,,,,,,1,3,3,1,1,1,1,2,4,2,2,1,2,,,1,4,1,4,1,,0,25,,15,0,,3,3,1,1,,,,,2,2,1,601,10,9,601,1,2,3201,.9569935115,1.260478007,.9569935115,1,1,108,61,,1,1,2,50,0,,,2,2,2,2,,2,,2,,,2," ",1,1,4,2,10,3,2,,,8,6,7,7,7,6,1,,,22,2,1,2,2016,1,,,,,2,,2,5,2,5,1,1,5,,2,2,1,5,1,,,,,,,,2,3,,20,3,2,24.2,40.8,11.3,,2,,2,2,4,,,2,2,1,1,8,,1,1,1,2,2,2,24,0,1,1,0,,1,1,1,1,1,,1,4,5,5,23,35,,,,,,,,,9,1,,,,,,,,2,0,4,7,,0,0,4,4,1,1,3,2
59621,2016,22,32,2,2,1,2,,11,0,0,,1984,,12,3,2,2,5,4,3,4,2,2,1,2,3,3,125,1,,,5,,1,1,1,1,2,1,1,,,1,2,,2,1,1,,,3,1,1,4,2,2,5,2,2,4,1,2,5,2,1,4,2,2,5,1,1,2,2,1,,,4,,,3,0,4,2,,,,,9,5,2,,1,1,2,2,2,3,1,3,2,3,2,3,3,3,3,2,3,2,4,5,1,3,2,,,,,2,1,2,1,3,1,4,1,2,1,,,,,,,,,,,,,,,1,1,2,,,,,,,2,2,2,2,,4,,,6,1,1,1,,,,,,,,2,3,5,3,1,,,,,,,,,,,3,1,2,,,,,3,3,1,601,10,9,601,2,2,3201,1.564363363,2.060458708,1.564363363,1,1,121,66,,2,1,2,75,8,2,,,,,2,2,,,1,3,1,2," ",,,,2,,,,2,,5,8,8,8,8,8,1,,4,18,3,1,1,2009,1,1,0,2,0,2,36,2,5,1,5,5,1,5,,1,,,,,0,10,0,0,0,0,1,2,3,,,3,3,33.3,34.9,33.1,2,2,2009,2,2,2,4,50,2,2,,,,,,,,,,,,3,,,,,,,,,,,,5,1,5,20,39,,,,,,,,,,1,1,0,1,0,0,0,2,,2,,,,1,1,,2,1,3,1,2
59622,2016,23,23,2,3,5,3,1,10,0,0,3,1993,,6,2,2,2,5,2,2,3,2,1,2,2,3,3,125,2,,1,3,,,,,,,,,,,,2,2,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,1,,2,2,1,,4,,,3,5,4,2,1,2,3,1,,,1,,,,2,1,2,2,2,2,1,2,2,3,2,2,2,2,2,2,3,5,2,1,4,2,7,1,3,2,6,2,2,2,1,4,,2,1,2,,,,,,,,2,4,1,1,4,1,,,2,2,1,1,2,2,2,,,,,,,5,3,6,1,1,2,2,3,3,1,2,1,2,,,3,3,2,2,1,,0,1,,1,0,,3,3,1,2,,,,,2,2,1,601,10,9,601,2,2,3201,1.564363363,2.060458708,1.564363363,1,1,93,66,,2,1,2,75,8,2,,,,,2,2,,,1,3,1,2," ",,,,2,,,,2,1,,,,,,,1,,,14,3,1,1,2009,1,3,0,3,0,2,,2,,,,,,,,2,,,,,,,,,,,2,2,3,2,4,3,2,21.6,35,9.9,,1,2015,2,2,4,3,,2,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,7,3,,,,,,,,2,3,3,6,1,,0,,1,1,1,1,1
59623,2016,24,37,2,1,1,1,,12,1,0,,1979,,4,4,2,2,1,2,2,4,2,1,1,2,3,3,125,2,,1,7,,,,,,,,,,,,1,1,3,2,1,2,2,3,1,1,4,2,,,,2,4,1,1,4,2,1,4,2,2,5,1,1,1,2,1,,,2,,,2,5,2,2,,2,,,9,9,1,1,1,1,2,2,2,1,1,2,1,3,2,3,2,3,3,2,3,1,4,5,1,2,3,,,,,2,6,3,2,2,1,4,1,4,2,,2,2,1,2,1,2,2,,,,,,,1,4,2,,,,,,,2,2,2,2,,4,,,4,1,1,2,,,,,,,,2,,3,3,2,3,,,,,,,,,,3,1,2,,,,,3,3,1,601,10,9,601,2,2,3201,1.564363363,2.060458708,1.564363363,1,1,79,66,,2,1,2,75,8,2,,,,,,2,,,,3,2,," ",,,,,,,,2,2,8,5,6,1,8,5,1,,4,20,3,,,,2,,,,,2,,,5,4,3,3,4,5,3,,,,,,0,0,0,0,5,5,,1,3,2,19,3,3,66.2,79.9,70.3,,,,,,4,3,,,,,,,,,,,,,,,3,,,,,,,,,,,,2,3,2,14,27,0,0,0,1,0,1,0,2,,1,1,0,1,1,0,,,,,,,1,0,0,,2,1,3,1,2
59624,2016,25,25,2,1,11,3,2,15,2,0,,1991,,7,1,2,2,3,2,2,6,0,3,2,2,3,3,125,2,,1,2,2,1,1,2,1,2,2,1,3,2,1,2,1,2,2,1,3,1,2,2,1,5,2,2,5,2,1,5,2,1,4,2,1,4,2,2,5,1,1,1,3,2,,,2,,,2,5,2,2,,2,,,5,5,2,,3,1,2,1,2,2,2,3,1,2,2,2,1,2,2,1,2,1,4,5,1,2,3,,,,,2,5,2,1,3,2,4,1,3,1,,1,2,1,2,1,2,2,,,,,,,1,4,2,,,,,,,2,2,2,2,,4,,,6,1,1,1,,,,,,,,2,3,3,3,3,4,,,,,,,,,,3,21,15,,,2,2,3,3,1,601,10,9,601,1,2,3201,.4784967557,.6302390037,.4784967557,1,1,136,50,,3,1,1,20,0,1,,,,,2,2,,,1,1,2,2," ",,,,1,,,,2,,8,8,7,7,7,6,1,,4,13,3,1,1,1998,1,10,0,8,0,1,40,1,3,2,1,4,2,1,,2,,,,,0,0,10,0,0,0,2,1,3,,12,3,3,14.8,16.5,7.8,5,2,2007,2,2,4,3,50,2,1,,,,,,,,,,,30,4,,,,,,,,,,,,4,2,4,9,37,0,1,0,1,0,1,0,3,,1,1,1,1,1,0,0,4,,4,,,1,0,0,4,1,1,1,1,1
59625,2016,26,76,2,1,3,3,3,3,0,0,0,1940,,9,5,2,2,4,7,8,3,2,3,2,2,3,3,125,1,1,,,,,,,,,,,,,,2,1,3,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,2,,1,2,2,,1,60,68,1,8,1,1,2,1,,,,,3,,,,1,1,2,2,1,1,2,2,3,3,2,2,2,2,2,3,1,5,4,3,2,1,4,3,7,2,10,3,2,2,2,4,,,3,2,,,,,,,,4,2,2,2,1,1,,,2,2,2,2,2,2,2,,,,,,,2,1,6,1,1,2,2,2,2,,,,,,,5,1,1,1,2,2,,,,,,,3,3,15,16,,,2,2,2,2,1,601,10,9,601,1,2,3201,.9569935115,1.260478007,.9569935115,1,1,111,38,,3,1,2,,1,2,,,,,,2,,,,4,4,," ",,,,,,,,2,2,,,,,,,1,,,5,2,,,,2,,,,,2,,,,,,,,,5,,,,,,,,,,,,,1,5,2,,4,3,25.1,22,24.7,,,,,,4,4,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,5,6,,,,,,,,0,,3,4,,0,0,,5,1,1,1,1
59626,2016,27,71,1,1,1,1,,19,4,0,7,1945,,4,5,2,1,1,1,2,4,2,1,1,2,3,3,84,1,1,,2,,,,,,,,,,,,1,,1,1,2,1,1,,2,1,,,2,5,,1,5,,2,5,,1,4,,2,5,,1,1,,,,2,3,,,3,0,,5,2,2,4,1,6,9,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,3,7,5,7,3,,,3,4,,,,,,2,1,2,1,2,1,1,,3,2,1,,4,1,1,4,,2,1,1,2,2,2,1,1,2,2,1,4,1,3,6,2,1,2,2,2,2,2,2,2,,,,,,,,1,,,,1,6,0,4,3,,1,1,,,,,1,1,1,601,10,9,601,2,1,3202,1.564363363,2.060458708,1.564363363,1,1,125,69,,1,2,2,75,4,,,2,2,2,,,,,,,,," ",2,,2,,8,3,100,,2,,,,,,,1,,4,,2,,,,,,,,,2,,,,,,,,,,,2,,1,1,,,,,,,,1,,,,,,82.5,99,65.6,,,,,,,,,,,1,1,1,,1,,8,2,8,8,,0,1,1,1,,1,,0,1,0,,0,,,,,,,1,0,1,0,1,1,,12,,1,1,1,0,0,0,3,2,,3,4,,0,,,5,0,,,
59627,2016,28,22,1,2,1,2,,14,1,0,7,1994,,8,2,2,2,5,0,0,5,2,1,1,2,3,3,84,3,,1,4,,,,,,,,,,,,2,,2,1,2,1,1,2,,,,,,,,,,,,,,,,,,,,2,,1,1,,,4,,,3,3,4,6,1,3,4,2,,,3,,,,3,3,2,3,2,2,2,2,2,2,3,2,3,1,3,2,5,4,1,3,2,5,3,5,5,3,5,2,3,3,1,1,,3,3,2,,,,,,,,3,2,1,1,4,3,,,3,4,1,1,1,1,1,,,,,,,5,0,3,1,1,2,1,3,4,2,1,1,1,,,1,1,2,4,1,,0,0,1,21,0,,3,3,1,1,,,,,2,2,1,601,10,9,601,1,1,3202,1.435490267,1.890717011,1.435490267,1,1,110,40,,1,1,2,,1,2,,,,,2,2,,,1,3,2,2," ",,,,2,,,,2,1,,,,,,,1,,,,2,1,1,2006,1,3,0,3,0,2,,2,,,,,,,,2,,,,,,,,,,,1,1,3,1,,3,3,39.9,46.1,39.7,,1,2010,2,1,1,5,,2,1,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,10,0,,,,,,,,2,4,4,8,1,1,1,,1,0,2,1,2
59628,2016,29,74,1,1,1,1,,18,4,0,7,1942,,5,5,2,1,2,1,2,3,2,3,1,2,3,3,84,1,1,,4,3,1,1,1,1,2,1,1,2,3,3,1,2,2,2,2,1,1,5,,,,,,,,,,,,,,,,,,,,1,,2,2,2,,3,,,3,3,1,6,1,2,4,4,,,2,,,,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,4,5,2,1,3,3,1,3,7,,3,1,1,4,2,1,,1,1,2,,,,,,,,2,3,1,,4,2,,,1,2,,,2,2,2,,,,,,,1,3,3,1,1,1,3,3,3,1,2,1,,,,3,3,3,4,1,,10,0,,0,20,,3,,1,1,,,,,2,2,1,601,10,9,601,1,1,3202,.4784967557,.6302390037,.4784967557,1,1,81,40,,1,1,2,50,1,,,3,3,1,2,,3,1,1,,,2," ",2,3,3,2,7,3,2,,,6,6,7,7,7,7,1,,,23,1,1,1,2000,1,1,0,1,0,2,,2,4,4,2,2,2,4,,2,1,1,1,1,,,,,,,,1,4,,20,3,3,82.5,99,65.6,,2,2013,2,2,1,,,2,2,8,8,1,,1,,1,2,1,,30,1,0,0,1,,1,,1,1,0,,,2,4,4,14,34,,,,,,,,,4,2,,,,,,,,,1,2,5,,0,1,4,5,0,3,1,2
59629,2016,30,75,2,1,1,1,,12,1,0,,1941,,9,5,2,2,3,7,3,1,2,3,1,2,5,3,17,1,2,,6,,,,,,,,,,,,2,1,1,2,1,1,1,1,1,1,4,2,1,4,2,1,4,2,1,4,2,1,4,2,2,5,2,1,1,,1,,,10,,,3,3,3,1,,1,,,8,8,3,,2,1,1,2,2,2,2,2,3,3,2,3,2,3,3,2,3,1,4,5,1,2,3,,,,,3,1,2,2,2,2,1,1,1,2,,1,2,1,1,1,1,1,,,,,,,1,1,2,,,,,,,2,2,2,2,,4,,,3,1,1,2,,,,,,,,2,,3,5,3,3,,,,,,,,,,3,1,2,,,,,3,3,1,601,10,9,601,1,1,3202,.4784967557,.6302390037,.4784967557,1,1,101,49,,2,1,2,75,13,2,,,,,1,1,,,1,3,2,2," ",,,,2,,,,2,2,7,7,7,7,6,7,1,,4,16,2,2,1,2000,1,2,0,0,30,2,,2,4,3,4,2,4,4,3,1,,,,,0,0,0,0,0,10,,2,3,2,,3,3,37.6,58.9,24.3,,2,2010,2,2,1,3,,2,2,,,,,,,,,,,,4,,,,,,,,,,,,3,4,2,15,35,1,1,1,1,0,1,1,6,,1,1,1,1,1,0,1,5,,3,,,,0,1,,5,1,3,1,2
